Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type, Item_MRP ,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size_Cleaned,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDL28,10,Regular,0.063121982,Frozen Foods,231.77,OUT013,1987,High,Tier 3,Supermarket Type1,460.7336
FDF57,14.5,Regular,0.058946687,Fruits and Vegetables,168.64,OUT045,2002,Medium,Tier 2,Supermarket Type1,2897.5616
FDE44,14.65,Low Fat,0.171245426,Fruits and Vegetables,50.37,OUT013,1987,High,Tier 3,Supermarket Type1,591.2304
FDU33,12.99,Regular,0.134057426,Snack Foods,45.34,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.804
FDA08,11.85,Regular,0.050368454,Fruits and Vegetables,163.85,OUT017,2007,Medium,Tier 2,Supermarket Type1,1808.9786
NCC06,19,Low Fat,0.026986367,Household,127.13,OUT046,1997,Small,Tier 1,Supermarket Type1,2812.3392
FDO32,6.36,Low Fat,0.120543611,Fruits and Vegetables,45.81,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15
FDU39,18.85,Low Fat,0.036037952,Meat,58.46,OUT046,1997,Small,Tier 1,Supermarket Type1,711.0744
NCK18,9.6,Low Fat,0.006725388,Household,165.92,OUT018,2009,Medium,Tier 3,Supermarket Type2,2972.1312
FDI26,5.94,Low Fat,0.034940979,Canned,177.33,OUT049,1999,Medium,Tier 1,Supermarket Type1,1605.9096
DRE37,13.5,Low Fat,0.094219593,Soft Drinks,189.99,OUT046,1997,Small,Tier 1,Supermarket Type1,1323.6104
NCN26,10.85,Low Fat,0.048004263,Household,117.58,OUT010,1998,Medium,Tier 3,Grocery Store,351.5424
FDS16,15.15,Regular,0.066164431,Frozen Foods,147.38,OUT035,2004,Small,Tier 2,Supermarket Type1,2197.14
FDE40,15.6,Regular,0,Dairy,62.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,804.9522
FDP03,5.15,Regular,0,Meat,122.94,OUT017,2007,Medium,Tier 2,Supermarket Type1,2105.2596
FDA27,20.35,Regular,0.030975716,Dairy,253.97,OUT049,1999,Medium,Tier 1,Supermarket Type1,3068.0064
FDJ12,8.9,Regular,0.039101813,Baking Goods,208.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,5400.9696
FDT03,21.25,Low Fat,0.010039493,Meat,181.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,1102.5648
FDF50,4.91,Low Fat,0.117308165,Canned,195.78,OUT035,2004,Small,Tier 2,Supermarket Type1,2956.152
FDC51,10.9,Regular,0.009641375,Dairy,124.17,OUT045,2002,Medium,Tier 2,Supermarket Type1,1601.249
NCL55,13.85,Low Fat,0.113212516,Others,254.6,OUT019,1985,Small,Tier 1,Grocery Store,759.012
FDZ23,17.75,Regular,0.067490036,Baking Goods,185.22,OUT035,2004,Small,Tier 2,Supermarket Type1,6338.416
FDW24,6.8,Low Fat,0.037573095,Baking Goods,50.2,OUT045,2002,Medium,Tier 2,Supermarket Type1,1166.4816
FDH21,10.4,Low Fat,0.031219108,Seafood,156.96,OUT035,2004,Small,Tier 2,Supermarket Type1,4595.3516
NCQ41,14.8,Low Fat,0.032606181,Health and Hygiene,193.58,OUT010,1998,Medium,Tier 3,Grocery Store,390.1588
FDH48,13.5,Low Fat,0,Baking Goods,84.55,OUT018,2009,Medium,Tier 3,Supermarket Type2,778.986
FDX11,16,Regular,0.106731895,Baking Goods,183.66,OUT035,2004,Small,Tier 2,Supermarket Type1,2544.6876
FDK33,17.85,Low Fat,0.0112259,Snack Foods,211.96,OUT013,1987,High,Tier 3,Supermarket Type1,4474.176
FDV36,18.7,Low Fat,0.026355345,Baking Goods,127.1,OUT045,2002,Medium,Tier 2,Supermarket Type1,3289.052
NCW41,18,Low Fat,0.01548171,Health and Hygiene,159.36,OUT045,2002,Medium,Tier 2,Supermarket Type1,2059.9852
FDU32,13.22,Low Fat,0.045465958,Fruits and Vegetables,120.84,OUT019,1985,Small,Tier 1,Grocery Store,852.8898
FDE36,5.26,Regular,0.041857101,Baking Goods,162.79,OUT045,2002,Medium,Tier 2,Supermarket Type1,4258.4568
FDO27,6.18,Regular,0,Meat,94.98,OUT045,2002,Medium,Tier 2,Supermarket Type1,1534.0032
FDW27,5.86,Regular,0.151159243,Meat,156.63,OUT045,2002,Medium,Tier 2,Supermarket Type1,3257.7594
FDJ48,12.28,Low Fat,0.056161529,Baking Goods,246.91,OUT027,1985,Medium,Tier 3,Supermarket Type3,5681.2714
FDR11,10.5,Regular,0.142419608,Breads,161.16,OUT013,1987,High,Tier 3,Supermarket Type1,1765.0358
FDV07,9.5,Low Fat,0.031410378,Fruits and Vegetables,110.32,OUT018,2009,Medium,Tier 3,Supermarket Type2,2763.07
FDO50,12.31,Low Fat,0.077790204,Canned,93.08,OUT027,1985,Medium,Tier 3,Supermarket Type3,2940.1728
FDN04,11.8,Regular,0.014166739,Frozen Foods,178.23,OUT017,2007,Medium,Tier 2,Supermarket Type1,2854.9504
FDZ08,12.5,Regular,0.110215444,Fruits and Vegetables,81.86,OUT045,2002,Medium,Tier 2,Supermarket Type1,1238.388
FDD05,19.35,Low Fat,0.016679143,Frozen Foods,119.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,1928.1568
FDV60,20.2,Regular,0.117339056,Baking Goods,195.01,OUT035,2004,Small,Tier 2,Supermarket Type1,2749.754
NCG30,20.2,Low Fat,0.112227747,Household,123.5,OUT013,1987,High,Tier 3,Supermarket Type1,2739.1012
FDX37,12.31,Low Fat,0.062724117,Canned,100.57,OUT027,1985,Medium,Tier 3,Supermarket Type3,5093.37
FDW24,6.8,Low Fat,0.037555348,Baking Goods,49.6,OUT049,1999,Medium,Tier 1,Supermarket Type1,972.068
DRM48,11.85,Low Fat,0.112349962,Soft Drinks,39.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,559.272
FDF46,12.99,Low Fat,0.093217569,Snack Foods,116.78,OUT027,1985,Medium,Tier 3,Supermarket Type3,4952.8862
NCY54,8.43,Low Fat,0.177661246,Household,170.54,OUT035,2004,Small,Tier 2,Supermarket Type1,3621.2862
FDS35,9.3,Low Fat,0.11184963,Breads,64.68,OUT017,2007,Medium,Tier 2,Supermarket Type1,774.9912
FDB04,11.35,Regular,0.06321435,Dairy,88.39,OUT035,2004,Small,Tier 2,Supermarket Type1,1318.284
NCK05,20.1,Low Fat,0.077892365,Health and Hygiene,59.35,OUT017,2007,Medium,Tier 2,Supermarket Type1,918.804
FDT46,11.35,Low Fat,0.051564827,Snack Foods,49,OUT010,1998,Medium,Tier 3,Grocery Store,101.2016
FDP52,12.87,Regular,0.070349402,Frozen Foods,228.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,7350.432
NCR17,9.8,Low Fat,0.024521239,Health and Hygiene,117.55,OUT017,2007,Medium,Tier 2,Supermarket Type1,1390.1904
NCN54,20.35,Low Fat,0.021447102,Household,76.33,OUT017,2007,Medium,Tier 2,Supermarket Type1,1312.9576
FDX12,18.2,Regular,0.026059557,Baking Goods,241.22,OUT035,2004,Small,Tier 2,Supermarket Type1,6507.5292
DRL23,18.35,Low Fat,0.015301418,Hard Drinks,105.29,OUT035,2004,Small,Tier 2,Supermarket Type1,2036.6822
DRN47,12.1,Low Fat,0,Hard Drinks,179.87,OUT045,2002,Medium,Tier 2,Supermarket Type1,3595.32
FDM25,10.7,Regular,0.060615254,Breakfast,174.07,OUT013,1987,High,Tier 3,Supermarket Type1,2460.7968
FDF52,12.87,Low Fat,0.066459891,Frozen Foods,184.23,OUT027,1985,Medium,Tier 3,Supermarket Type3,4560.73
FDU21,11.8,Regular,0.076876046,Snack Foods,33.16,OUT045,2002,Medium,Tier 2,Supermarket Type1,543.2928
FDI15,13.8,Low Fat,0.14215211,Dairy,263.59,OUT017,2007,Medium,Tier 2,Supermarket Type1,2384.8956
FDJ09,15,Low Fat,0.058632705,Snack Foods,46.47,OUT018,2009,Medium,Tier 3,Supermarket Type2,543.2928
FDW03,5.63,Regular,0.024541277,Meat,105.13,OUT046,1997,Small,Tier 1,Supermarket Type1,3135.918
FDA07,7.55,Regular,0.030992735,Fruits and Vegetables,124.31,OUT049,1999,Medium,Tier 1,Supermarket Type1,2695.1584
FDU39,18.85,Low Fat,0.036241797,Meat,57.36,OUT017,2007,Medium,Tier 2,Supermarket Type1,1007.3554
FDI60,7.22,Regular,0.038398937,Baking Goods,61.95,OUT045,2002,Medium,Tier 2,Supermarket Type1,1518.024
FDK33,17.85,Low Fat,0.011258035,Snack Foods,211.66,OUT045,2002,Medium,Tier 2,Supermarket Type1,2556.672
FDN01,8.9,Low Fat,0.072511335,Breakfast,177.44,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74
FDV38,19.25,Low Fat,0.101689151,Dairy,54.7,OUT013,1987,High,Tier 3,Supermarket Type1,163.7868
NCV06,11.3,Low Fat,0.066625843,Household,194.25,OUT013,1987,High,Tier 3,Supermarket Type1,2712.4692
FDQ34,10.85,Low Fat,0.162242617,Snack Foods,107.86,OUT046,1997,Small,Tier 1,Supermarket Type1,1058.622
DRK37,5,Low Fat,0,Soft Drinks,189.85,OUT045,2002,Medium,Tier 2,Supermarket Type1,4933.578
NCY53,20,Low Fat,0,Health and Hygiene,110.25,OUT013,1987,High,Tier 3,Supermarket Type1,1454.1072
FDD53,12.87,Low Fat,0.044008347,Frozen Foods,43.75,OUT027,1985,Medium,Tier 3,Supermarket Type3,671.1264
FDV49,10,Low Fat,0.025867353,Canned,264.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,4757.8068
FDY36,12.28,Low Fat,0.016476619,Baking Goods,74.34,OUT019,1985,Small,Tier 1,Grocery Store,146.476
FDH34,8.63,Low Fat,0.031095246,Snack Foods,185.76,OUT046,1997,Small,Tier 1,Supermarket Type1,3529.4058
NCD07,9.1,Low Fat,0,Household,115.45,OUT017,2007,Medium,Tier 2,Supermarket Type1,2390.8878
FDB51,6.92,Low Fat,0.038422076,Dairy,62.59,OUT013,1987,High,Tier 3,Supermarket Type1,438.0964
NCH42,6.86,Low Fat,0.061155983,Household,228.4,OUT010,1998,Medium,Tier 3,Grocery Store,229.701
NCI31,20,Low Fat,0.08131178,Others,37.82,OUT035,2004,Small,Tier 2,Supermarket Type1,439.428
FDL56,14.1,Low Fat,0.125756824,Fruits and Vegetables,87.12,OUT035,2004,Small,Tier 2,Supermarket Type1,2529.3742
FDG29,17.6,Low Fat,0.05661033,Frozen Foods,41.75,OUT017,2007,Medium,Tier 2,Supermarket Type1,209.727
FDJ45,17.75,Low Fat,0.073709686,Seafood,35.12,OUT018,2009,Medium,Tier 3,Supermarket Type2,415.4592
FDJ38,8.6,Regular,0.040432954,Canned,191.65,OUT017,2007,Medium,Tier 2,Supermarket Type1,3795.06
NCO05,7.27,Low Fat,0.046749112,Health and Hygiene,100.44,OUT018,2009,Medium,Tier 3,Supermarket Type2,1970.768
FDW24,6.8,Low Fat,0.062762374,Baking Goods,50.4,OUT010,1998,Medium,Tier 3,Grocery Store,48.6034
FDN34,12.99,Regular,0.045542628,Snack Foods,170.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,4904.2828
FDH46,6.94,Regular,0.041346469,Snack Foods,103.13,OUT049,1999,Medium,Tier 1,Supermarket Type1,820.2656
FDW39,6.69,Regular,0.036903419,Meat,175.14,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059
DRK59,11.4,Low Fat,0.075084457,Hard Drinks,233.96,OUT027,1985,Medium,Tier 3,Supermarket Type3,4452.8704
FDU25,12.35,Low Fat,0.026735372,Canned,57.42,OUT045,2002,Medium,Tier 2,Supermarket Type1,810.9444
FDC44,15.6,Low Fat,0.172453254,Fruits and Vegetables,115.15,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108
FDG17,12.87,Regular,0.035666655,Frozen Foods,246.25,OUT027,1985,Medium,Tier 3,Supermarket Type3,8063.5038
FDI45,13.1,Low Fat,0.037581243,Fruits and Vegetables,175.51,OUT046,1997,Small,Tier 1,Supermarket Type1,2451.4756
FDK08,9.2,Regular,0.122202946,Fruits and Vegetables,100.1,OUT013,1987,High,Tier 3,Supermarket Type1,1619.2256
FDW36,11.15,Low Fat,0.056921876,Baking Goods,107.16,OUT035,2004,Small,Tier 2,Supermarket Type1,423.4488
FDL39,16.1,Regular,0.063319379,Dairy,180.93,OUT035,2004,Small,Tier 2,Supermarket Type1,1984.7498
FDS13,6.47,Low Fat,0.124402507,Canned,266.19,OUT013,1987,High,Tier 3,Supermarket Type1,5299.768
FDO57,20.75,Low Fat,0.108879177,Snack Foods,161.56,OUT049,1999,Medium,Tier 1,Supermarket Type1,320.9156
FDS37,7.66,Low Fat,0.032125561,Canned,115.75,OUT017,2007,Medium,Tier 2,Supermarket Type1,2548.6824
FDV26,20.25,Regular,0.076097073,Dairy,193.58,OUT013,1987,High,Tier 3,Supermarket Type1,1950.794
FDJ22,18.75,Low Fat,0.052766297,Snack Foods,189.75,OUT013,1987,High,Tier 3,Supermarket Type1,2492.7552
FDC16,11.5,Regular,0.020601791,Dairy,86.05,OUT049,1999,Medium,Tier 1,Supermarket Type1,1038.648
NCH42,13.38,Low Fat,0.036360386,Household,231.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,7580.133
FDD46,12.99,Low Fat,0.140571971,Snack Foods,154.8,OUT027,1985,Medium,Tier 3,Supermarket Type3,3383.5956
FDT25,7.5,Low Fat,0.05074138,Canned,123.21,OUT035,2004,Small,Tier 2,Supermarket Type1,1837.608
FDR34,17,Regular,0.015997687,Snack Foods,229.14,OUT045,2002,Medium,Tier 2,Supermarket Type1,4580.704
FDQ10,12.99,Low Fat,0.033018559,Snack Foods,170.44,OUT027,1985,Medium,Tier 3,Supermarket Type3,5000.8238
DRI03,6.03,Low Fat,0.022703693,Dairy,177.9,OUT046,1997,Small,Tier 1,Supermarket Type1,4781.7756
FDB58,12.99,Regular,0.013431109,Snack Foods,143.72,OUT027,1985,Medium,Tier 3,Supermarket Type3,4821.7236
FDQ03,15,Regular,0,Meat,235.62,OUT049,1999,Medium,Tier 1,Supermarket Type1,1896.1984
DRD27,18.75,Low Fat,0.023876985,Dairy,97.4,OUT049,1999,Medium,Tier 1,Supermarket Type1,2281.6966
FDK33,17.85,Low Fat,0.011281018,Snack Foods,213.76,OUT018,2009,Medium,Tier 3,Supermarket Type2,3408.896
DRL23,18.35,Low Fat,0.015328106,Hard Drinks,107.59,OUT049,1999,Medium,Tier 1,Supermarket Type1,1822.2946
FDW32,18.35,Regular,0.094488071,Fruits and Vegetables,87.19,OUT045,2002,Medium,Tier 2,Supermarket Type1,515.3292
NCL05,19.6,Low Fat,0.047897663,Health and Hygiene,44.68,OUT046,1997,Small,Tier 1,Supermarket Type1,173.108
DRB01,11.85,Low Fat,0.081841136,Soft Drinks,190.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,569.259
NCL06,14.65,Low Fat,0.072212787,Household,260.96,OUT045,2002,Medium,Tier 2,Supermarket Type1,2878.2534
FDH10,21,Low Fat,0.049505857,Snack Foods,195.35,OUT018,2009,Medium,Tier 3,Supermarket Type2,1162.4868
NCO14,9.6,Low Fat,0.02981155,Household,45.21,OUT017,2007,Medium,Tier 2,Supermarket Type1,669.129
FDV03,17.6,Low Fat,0.058181585,Meat,154.43,OUT049,1999,Medium,Tier 1,Supermarket Type1,2326.971
FDW52,14,Regular,0.037734782,Frozen Foods,166.45,OUT017,2007,Medium,Tier 2,Supermarket Type1,4769.1254
NCZ30,6.59,Low Fat,0,Household,119.11,OUT017,2007,Medium,Tier 2,Supermarket Type1,964.0784
FDY35,17.6,Regular,0.026827052,Breads,47.84,OUT010,1998,Medium,Tier 3,Grocery Store,91.8804
FDN31,11.5,Low Fat,0.072881535,Fruits and Vegetables,191.35,OUT046,1997,Small,Tier 1,Supermarket Type1,2277.036
FDX31,20.35,Regular,0.014822802,Fruits and Vegetables,234.1,OUT035,2004,Small,Tier 2,Supermarket Type1,2570.6538
NCJ05,18.7,Low Fat,0.046159928,Health and Hygiene,152.37,OUT049,1999,Medium,Tier 1,Supermarket Type1,1677.1502
FDN56,5.46,Regular,0.107662745,Fruits and Vegetables,143.88,OUT017,2007,Medium,Tier 2,Supermarket Type1,4334.358
FDZ04,9.31,Low Fat,0.038014104,Frozen Foods,62.35,OUT049,1999,Medium,Tier 1,Supermarket Type1,822.263
FDJ44,12.3,Regular,0.106307146,Fruits and Vegetables,174.94,OUT035,2004,Small,Tier 2,Supermarket Type1,1569.9564
FDI08,18.2,Regular,0.066672058,Fruits and Vegetables,248.11,OUT017,2007,Medium,Tier 2,Supermarket Type1,4233.1564
FDB59,18.25,Low Fat,0.015341139,Snack Foods,200.01,OUT018,2009,Medium,Tier 3,Supermarket Type2,1984.084
FDY15,18.25,Regular,0.171174491,Dairy,156.46,OUT045,2002,Medium,Tier 2,Supermarket Type1,938.778
NCZ18,13.38,Low Fat,0.325780807,Household,252.77,OUT019,1985,Small,Tier 1,Grocery Store,761.0094
DRO47,10.2,Low Fat,0.112859454,Hard Drinks,114.49,OUT017,2007,Medium,Tier 2,Supermarket Type1,2490.092
FDW21,5.34,Regular,0.005962753,Snack Foods,102.44,OUT035,2004,Small,Tier 2,Supermarket Type1,2010.716
FDZ14,13.43,Regular,0.047358246,Dairy,123.18,OUT027,1985,Medium,Tier 3,Supermarket Type3,3998.7948
FDM09,11.15,Regular,0.086105815,Snack Foods,167.88,OUT045,2002,Medium,Tier 2,Supermarket Type1,2886.243
FDK43,9.8,Low Fat,0.026882496,Meat,126.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,3036.048
FDE45,12.1,Low Fat,0.040521714,Fruits and Vegetables,178.5,OUT018,2009,Medium,Tier 3,Supermarket Type2,5552.1062
FDR35,11.35,Low Fat,0.020597493,Breads,200.07,OUT027,1985,Medium,Tier 3,Supermarket Type3,8958.339
FDT58,12.99,Low Fat,0.085538477,Snack Foods,169.28,OUT027,1985,Medium,Tier 3,Supermarket Type3,3523.4136
FDS57,15.5,Low Fat,0,Snack Foods,141.55,OUT017,2007,Medium,Tier 2,Supermarket Type1,3006.087
FDF10,15.5,Regular,0,Snack Foods,147.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,1324.2762
FDP03,5.15,Regular,0.10239789,Meat,122.14,OUT010,1998,Medium,Tier 3,Grocery Store,495.3552
FDT04,17.25,Low Fat,0,Frozen Foods,37.58,OUT010,1998,Medium,Tier 3,Grocery Store,196.411
NCW53,18.35,Low Fat,0.0304697,Health and Hygiene,191.32,OUT013,1987,High,Tier 3,Supermarket Type1,1346.9134
FDA39,6.32,Low Fat,0.021287234,Meat,38.58,OUT010,1998,Medium,Tier 3,Grocery Store,78.5644
NCH29,5.51,Low Fat,0.034467286,Health and Hygiene,96.77,OUT035,2004,Small,Tier 2,Supermarket Type1,2642.5602
FDU02,13.35,Low Fat,0.1027194,Dairy,228.84,OUT045,2002,Medium,Tier 2,Supermarket Type1,5267.8096
FDN13,12.77,Low Fat,0.266234421,Breakfast,98.54,OUT019,1985,Small,Tier 1,Grocery Store,402.1432
FDX56,13.22,Regular,0.129668578,Fruits and Vegetables,206.86,OUT019,1985,Small,Tier 1,Grocery Store,207.0638
FDT11,11.35,Regular,0.02923013,Breads,189.46,OUT027,1985,Medium,Tier 3,Supermarket Type3,3567.3564
NCC18,13.38,Low Fat,0.176411579,Household,173.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,2069.3064
FDA32,14,Low Fat,0.050371508,Fruits and Vegetables,214.72,OUT010,1998,Medium,Tier 3,Grocery Store,862.8768
FDU39,18.85,Low Fat,0.036184755,Meat,58.56,OUT018,2009,Medium,Tier 3,Supermarket Type2,770.3306
FDV27,12.82,Regular,0.070017381,Meat,89.35,OUT019,1985,Small,Tier 1,Grocery Store,177.1028
NCW53,18.35,Low Fat,0.030556922,Health and Hygiene,190.62,OUT045,2002,Medium,Tier 2,Supermarket Type1,3271.0754
NCZ42,10.5,Low Fat,0.011278535,Household,237.02,OUT013,1987,High,Tier 3,Supermarket Type1,5451.5704
FDO46,9.6,Regular,0,Snack Foods,191.09,OUT017,2007,Medium,Tier 2,Supermarket Type1,4349.0056
FDQ57,12.99,Low Fat,0.027812304,Snack Foods,147.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948
FDZ36,6.04,Regular,0.066051758,Baking Goods,187.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,2050.664
FDK38,6.65,Low Fat,0.053506996,Canned,150.07,OUT018,2009,Medium,Tier 3,Supermarket Type2,3563.3616
FDU51,12.82,Regular,0.096046304,Meat,178.7,OUT027,1985,Medium,Tier 3,Supermarket Type3,4604.6728
FDS14,7.29,Low Fat,0.049922304,Dairy,156.93,OUT013,1987,High,Tier 3,Supermarket Type1,1571.288
FDQ40,11.1,Regular,0.036083537,Frozen Foods,175.47,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104
FDE20,11.35,Regular,0.005539114,Fruits and Vegetables,167.88,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696
FDH58,12.3,Low Fat,0.036939673,Snack Foods,113.18,OUT046,1997,Small,Tier 1,Supermarket Type1,3109.9518
NCK53,11.6,Low Fat,0.037793818,Health and Hygiene,99.3,OUT017,2007,Medium,Tier 2,Supermarket Type1,2281.6966
FDJ44,12.3,Regular,0.106928681,Fruits and Vegetables,173.74,OUT017,2007,Medium,Tier 2,Supermarket Type1,3663.2316
FDN22,18.85,Regular,0.138585859,Snack Foods,252.47,OUT045,2002,Medium,Tier 2,Supermarket Type1,3271.7412
FDH56,9.8,Regular,0.06407717,Fruits and Vegetables,116.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,1621.8888
FDK48,7.45,Low Fat,0.037708542,Baking Goods,74.74,OUT045,2002,Medium,Tier 2,Supermarket Type1,1128.531
FDQ40,11.1,Regular,0.036020711,Frozen Foods,177.27,OUT035,2004,Small,Tier 2,Supermarket Type1,2109.2544
FDH10,21,Low Fat,0.049295686,Snack Foods,194.45,OUT035,2004,Small,Tier 2,Supermarket Type1,968.739
FDM21,20.2,Low Fat,0.06449461,Snack Foods,259.26,OUT045,2002,Medium,Tier 2,Supermarket Type1,3091.9752
FDX12,18.2,Regular,0.026117345,Baking Goods,239.22,OUT045,2002,Medium,Tier 2,Supermarket Type1,3133.2548
FDM51,11.8,Regular,0.025904648,Meat,102.47,OUT013,1987,High,Tier 3,Supermarket Type1,2037.348
FDG09,20.6,Regular,0.080235512,Fruits and Vegetables,188.96,OUT010,1998,Medium,Tier 3,Grocery Store,563.2668
DRD37,9.8,Low Fat,0.013830218,Soft Drinks,45.31,OUT013,1987,High,Tier 3,Supermarket Type1,1304.968
FDN21,18.6,Low Fat,0.076855628,Snack Foods,161.02,OUT046,1997,Small,Tier 1,Supermarket Type1,483.3708
NCQ06,13,Low Fat,0.041824524,Household,256.7,OUT046,1997,Small,Tier 1,Supermarket Type1,2805.0154
FDV52,20.7,Regular,0.12152072,Frozen Foods,118.05,OUT046,1997,Small,Tier 1,Supermarket Type1,1060.6194
FDC10,9.8,Regular,0.073289899,Snack Foods,120.81,OUT017,2007,Medium,Tier 2,Supermarket Type1,1325.6078
FDX51,9.5,Regular,0.022054553,Meat,195.45,OUT035,2004,Small,Tier 2,Supermarket Type1,4502.1396
NCD54,21.1,Low Fat,0.029054046,Household,144.68,OUT049,1999,Medium,Tier 1,Supermarket Type1,2889.572
NCK18,13.38,Low Fat,0.006665667,Household,164.12,OUT027,1985,Medium,Tier 3,Supermarket Type3,3797.7232
FDZ01,8.98,Regular,0.009057132,Canned,104.1,OUT035,2004,Small,Tier 2,Supermarket Type1,2476.776
FDT48,4.92,Low Fat,0.045955031,Baking Goods,199.11,OUT046,1997,Small,Tier 1,Supermarket Type1,2182.4924
FDB40,17.5,Regular,0.007551607,Dairy,145.81,OUT049,1999,Medium,Tier 1,Supermarket Type1,1895.5326
NCC07,13.38,Low Fat,0.023835164,Household,103.4,OUT027,1985,Medium,Tier 3,Supermarket Type3,3050.6956
FDT52,9.7,Regular,0.047503318,Frozen Foods,244.61,OUT049,1999,Medium,Tier 1,Supermarket Type1,3185.1872
FDK09,12.99,Low Fat,0.160665697,Snack Foods,227.54,OUT019,1985,Small,Tier 1,Grocery Store,916.1408
NCQ30,7.73,Low Fat,0.048661041,Household,123.74,OUT010,1998,Medium,Tier 3,Grocery Store,121.8414
FDZ60,12.28,Low Fat,0.208987123,Baking Goods,106.06,OUT019,1985,Small,Tier 1,Grocery Store,215.7192
NCK18,9.6,Low Fat,0.006692529,Household,164.92,OUT013,1987,High,Tier 3,Supermarket Type1,2972.1312
FDV11,9.1,Regular,0.136695145,Breads,173.41,OUT010,1998,Medium,Tier 3,Grocery Store,875.527
FDR25,17,Regular,0.140311123,Canned,265.69,OUT017,2007,Medium,Tier 2,Supermarket Type1,2649.884
FDB26,14,Regular,0.031330907,Canned,52.36,OUT045,2002,Medium,Tier 2,Supermarket Type1,745.696
DRD01,12.1,Regular,0.061521569,Soft Drinks,55.86,OUT017,2007,Medium,Tier 2,Supermarket Type1,1436.7964
FDG32,19.85,Low Fat,0.176991029,Fruits and Vegetables,221.58,OUT017,2007,Medium,Tier 2,Supermarket Type1,3558.0352
FDY49,17.2,Regular,0.0120098,Canned,163.12,OUT035,2004,Small,Tier 2,Supermarket Type1,2807.0128
FDD26,8.71,Regular,0.072141818,Canned,183.39,OUT035,2004,Small,Tier 2,Supermarket Type1,2776.386
FDC22,6.89,Regular,0.136984147,Snack Foods,192.68,OUT018,2009,Medium,Tier 3,Supermarket Type2,2703.148
DRD27,18.75,Low Fat,0,Dairy,97.9,OUT045,2002,Medium,Tier 2,Supermarket Type1,1686.4714
FDA44,13.22,Low Fat,0.052964982,Fruits and Vegetables,57.79,OUT027,1985,Medium,Tier 3,Supermarket Type3,1754.383
FDW01,14.5,Low Fat,0,Canned,154.47,OUT013,1987,High,Tier 3,Supermarket Type1,1524.682
FDV32,13.22,Low Fat,0.155316936,Fruits and Vegetables,64.15,OUT019,1985,Small,Tier 1,Grocery Store,316.255
FDK32,13.22,Regular,0.048738407,Fruits and Vegetables,152.87,OUT027,1985,Medium,Tier 3,Supermarket Type3,5031.4506
NCA05,20.75,Low Fat,0,Health and Hygiene,149.47,OUT013,1987,High,Tier 3,Supermarket Type1,2969.468
FDR10,17.6,Low Fat,0.010031539,Snack Foods,161.56,OUT013,1987,High,Tier 3,Supermarket Type1,1787.0072
FDL22,16.85,Low Fat,0.036383293,Snack Foods,91.05,OUT035,2004,Small,Tier 2,Supermarket Type1,1086.5856
FDD10,20.6,Regular,0,Snack Foods,178.13,OUT035,2004,Small,Tier 2,Supermarket Type1,3568.688
FDW25,5.18,Low Fat,0.03736783,Canned,86.92,OUT013,1987,High,Tier 3,Supermarket Type1,255.6672
FDR47,17.85,Low Fat,0.087604647,Breads,196.98,OUT049,1999,Medium,Tier 1,Supermarket Type1,1560.6352
